Beach_ID,Beach Name,Latitude,Longitude,Sunrise,Sunset,Weather Description,Temperature,Water Temperature,Cloud Cover,Wind Speed,Wave Height
159,Malibu Lagoon State Beach,34.03397257,-118.6803286,06:27 AM,04:50 PM,Clear,60,58,0,8,1.3
160,Topanga State Beach,34.07308175,-118.5913072,06:27 AM,04:50 PM,Clear,60,58,0,8,1.3
161,Will Rogers State Beach,34.03695749,-118.5375772,06:27 AM,04:50 PM,Clear,60,58,0,8,1.3
162,Santa Monica State Beach,34.01453645,-118.5023759,06:27 AM,04:50 PM,Clear,60,58,0,8,1.3
163,Venice City Beach,33.97918361,-118.469256,06:27 AM,04:49 PM,Clear,60,58,0,8,1.3
164,Playa Del Rey,33.953557,-118.4489999,06:27 AM,04:49 PM,Clear,60,58,0,8,1.3
165,Dockweiler State Beach,33.93020159,-118.4361253,06:27 AM,04:50 PM,Clear,61,59,0,9,2.0
166,El Segundo Beach,33.91567244,-118.4299455,06:27 AM,04:50 PM,Clear,61,59,0,9,2.0
167,El Porto Beach,33.90327605,-118.4218,06:27 AM,04:50 PM,Clear,61,59,0,9,2.0
168,Manhattan Beach County Park,33.90186877,-118.4213709,06:27 AM,04:50 PM,Clear,61,59,0,9,2.0
169,Hermosa City Beach,33.86262759,-118.4029938,06:27 AM,04:50 PM,Clear,61,59,0,9,2.0
170,Redondo Beach State Park,33.8702527,-118.4056974,06:27 AM,04:50 PM,Clear,61,59,0,9,2.0
171,RAT Beach,33.80419646,-118.3947961,06:27 AM,04:50 PM,Clear,61,59,0,9,2.0
172,Torrance County Beach,33.81375651,-118.3917316,06:27 AM,04:50 PM,Clear,61,59,0,9,2.0
173,Royal Palms State Beach,33.72059658,-118.3280213,06:26 AM,04:49 PM,Clear,61,59,0,9,2.0
174,Cabrillo Beach Park,33.71624105,-118.3182366,06:26 AM,04:49 PM,Clear,61,59,0,9,2.0
175,Los Alamitos Bay (Long Beach),33.74966979,-118.1154674,06:25 AM,04:49 PM,Clear,62,59,0,19,2.6
176,Mother's Beach (Long Beach),33.75832864,-118.1198392,06:25 AM,04:49 PM,Clear,62,59,0,19,2.6
177,Seal Beach,33.73288587,-118.0944039,06:25 AM,04:48 PM,Clear,63,59,0,17,2.3
178,Surfside Beach,28.95797697,-95.27664486,06:45 AM,05:27 PM,Overcast,48,71,100,18,2.3
179,Sunset Beach,33.87633524,-78.49002885,06:47 AM,05:10 PM,Patchy rain possible,58,67,100,12,3.6
180,Bolsa Chica State Beach,33.69949298,-118.0506696,06:25 AM,04:48 PM,Clear,63,59,0,17,2.3
181,Huntington City Beach,33.6556063,-118.0027792,06:25 AM,04:48 PM,Clear,63,59,0,17,2.3
182,Huntington State Beach,33.63838381,-117.9741486,06:24 AM,04:48 PM,Clear,63,59,0,17,2.3
183,Santa Ana River County Beach,33.62579683,-117.9515567,06:24 AM,04:48 PM,Clear,63,59,0,17,2.3
184,Newport Municipal Beach,33.60645254,-117.9260873,06:24 AM,04:48 PM,Clear,63,59,0,17,2.3
185,West Jetty View Park,33.595343,-117.8830937,06:24 AM,04:48 PM,Clear,63,59,0,17,2.3
186,Bayside Drive County Beach,33.60680874,-117.8844751,06:24 AM,04:48 PM,Clear,63,59,0,17,2.3
187,China Cove Beach,33.59829167,-117.880188,06:24 AM,04:48 PM,Clear,63,59,0,17,2.3
188,Rocky Point,31.3232581,-113.5529865,07:03 AM,05:35 PM,Clear,58,71,0,23,3.0
189,Corona del Mar State Beach,33.59308086,-117.8765156,06:24 AM,04:48 PM,Clear,63,59,0,17,2.3
190,Little Corona del Mar Beach,33.59007934,-117.8689934,06:24 AM,04:48 PM,Clear,63,59,0,17,2.3
