,#YY,MM,DD,hh,mm,WSP,GST,WVHT,DPD,APD,MWD,PRES,ATMP,DEWP,Wave_Size,Wind_Speed
47761,2021,12,7,1,40,3.3,4.8,1.5,9.09,7.3,288,1015.5,15.9,13.4,Small (<2 ft),Moderate (3-19 mph)
47767,2021,12,7,2,40,4.2,5.9,1.44,8.33,7.13,286,1015.3,15.9,13.5,Small (<2 ft),Moderate (3-19 mph)
47773,2021,12,7,3,40,3.6,5.2,1.57,9.09,7.44,283,1015.9,16.0,13.1,Small (<2 ft),Moderate (3-19 mph)
47779,2021,12,7,4,40,4.7,6.8,1.44,7.69,7.02,284,1015.3,15.9,12.9,Small (<2 ft),Moderate (3-19 mph)
47785,2021,12,7,5,40,4.7,6.4,1.32,9.09,6.87,284,1015.0,15.8,12.6,Small (<2 ft),Moderate (3-19 mph)
47791,2021,12,7,6,40,4.3,6.1,1.28,9.09,6.82,287,1015.2,15.9,12.7,Small (<2 ft),Moderate (3-19 mph)
47797,2021,12,7,7,40,3.4,4.9,1.3,12.12,6.68,287,1014.6,15.8,12.2,Small (<2 ft),Moderate (3-19 mph)
47803,2021,12,7,8,40,3.4,5.3,1.3,7.69,6.71,285,1014.5,16.0,12.0,Small (<2 ft),Moderate (3-19 mph)
47809,2021,12,7,9,40,3.9,5.6,1.24,8.33,6.45,291,1014.2,16.0,12.0,Small (<2 ft),Moderate (3-19 mph)
47815,2021,12,7,10,40,3.0,3.9,1.22,7.14,6.34,284,1014.1,16.0,11.9,Small (<2 ft),Ideal(<3 mph)
47821,2021,12,7,11,40,5.4,7.2,1.17,8.33,6.29,279,1014.0,16.0,13.0,Small (<2 ft),Moderate (3-19 mph)
47827,2021,12,7,12,40,4.9,5.9,1.11,10.81,5.74,274,1013.4,15.6,12.6,Small (<2 ft),Moderate (3-19 mph)
47833,2021,12,7,13,40,3.9,5.3,1.2,8.33,5.99,286,1013.8,15.6,12.3,Small (<2 ft),Moderate (3-19 mph)
47839,2021,12,7,14,40,2.3,3.5,1.14,7.69,6.04,283,1013.8,15.4,11.7,Small (<2 ft),Ideal(<3 mph)
47845,2021,12,7,15,40,2.0,3.2,1.2,8.33,6.59,286,1014.1,15.5,11.9,Small (<2 ft),Ideal(<3 mph)
47851,2021,12,7,16,40,1.5,2.8,1.31,9.09,7.03,292,1013.9,15.6,11.9,Small (<2 ft),Ideal(<3 mph)
47857,2021,12,7,17,40,2.9,3.9,1.24,7.69,6.79,292,1014.2,15.7,12.0,Small (<2 ft),Ideal(<3 mph)
47863,2021,12,7,18,40,2.2,3.2,1.27,10.0,6.88,295,1014.5,15.7,11.9,Small (<2 ft),Ideal(<3 mph)
47869,2021,12,7,19,40,2.6,4.3,1.26,8.33,6.75,303,1013.7,15.9,12.0,Small (<2 ft),Ideal(<3 mph)
47875,2021,12,7,20,40,1.9,3.4,1.33,8.33,6.88,295,1014.0,16.1,12.2,Small (<2 ft),Ideal(<3 mph)
47881,2021,12,7,21,40,1.3,2.2,1.32,9.09,6.67,296,1013.7,16.0,12.1,Small (<2 ft),Ideal(<3 mph)
47887,2021,12,7,22,40,1.2,2.1,1.23,8.33,6.5,296,1014.0,16.1,12.2,Small (<2 ft),Ideal(<3 mph)
47893,2021,12,7,23,40,1.5,2.2,1.17,11.43,6.28,282,1014.0,16.3,12.3,Small (<2 ft),Ideal(<3 mph)
47899,2021,12,8,0,40,2.3,3.2,1.18,8.33,6.59,293,1014.1,16.1,12.5,Small (<2 ft),Ideal(<3 mph)
47905,2021,12,8,1,40,4.0,5.4,1.15,8.33,6.61,295,1014.2,16.1,12.8,Small (<2 ft),Moderate (3-19 mph)
47911,2021,12,8,2,40,3.2,4.4,1.08,7.69,6.65,289,1014.1,16.2,12.9,Small (<2 ft),Moderate (3-19 mph)
47917,2021,12,8,3,40,3.6,4.8,1.11,8.33,6.79,287,1014.7,16.3,13.0,Small (<2 ft),Moderate (3-19 mph)
47923,2021,12,8,4,40,5.3,6.7,0.98,13.79,6.63,225,1014.6,16.5,13.5,Small (<2 ft),Moderate (3-19 mph)
47929,2021,12,8,5,40,4.6,5.7,1.0,7.14,6.32,287,1015.0,16.5,13.4,Small (<2 ft),Moderate (3-19 mph)
47935,2021,12,8,6,40,4.2,5.1,0.94,13.79,6.4,236,1015.3,16.5,13.4,Small (<2 ft),Moderate (3-19 mph)
47941,2021,12,8,7,40,3.4,4.8,0.99,13.79,6.38,204,1015.0,16.6,13.8,Small (<2 ft),Moderate (3-19 mph)
47947,2021,12,8,8,40,2.0,2.8,0.98,12.12,6.49,233,1015.0,16.6,13.7,Small (<2 ft),Ideal(<3 mph)
47953,2021,12,8,9,40,2.2,2.8,1.0,13.79,6.3,249,1015.4,16.6,13.4,Small (<2 ft),Ideal(<3 mph)
47959,2021,12,8,10,40,2.0,2.8,0.97,11.43,6.12,254,1015.0,16.7,13.6,Small (<2 ft),Ideal(<3 mph)
47965,2021,12,8,11,40,1.5,2.3,1.05,11.43,6.41,273,1014.8,16.6,13.8,Small (<2 ft),Ideal(<3 mph)
47971,2021,12,8,12,40,4.1,5.0,1.03,12.12,6.39,266,1014.7,15.8,13.7,Small (<2 ft),Moderate (3-19 mph)
47977,2021,12,8,13,40,4.0,5.0,0.88,14.81,5.87,227,1015.4,16.4,13.4,Small (<2 ft),Moderate (3-19 mph)
47983,2021,12,8,14,40,1.5,2.2,0.94,12.9,6.5,212,1016.3,16.3,13.0,Small (<2 ft),Ideal(<3 mph)
47989,2021,12,8,15,40,2.6,3.3,0.82,13.79,6.32,183,1016.6,16.3,13.3,Small (<2 ft),Ideal(<3 mph)
47995,2021,12,8,16,40,0.2,0.9,0.83,13.79,6.92,210,1017.1,16.3,13.3,Small (<2 ft),Ideal(<3 mph)
48001,2021,12,8,17,40,1.5,2.4,0.86,12.12,7.15,244,1017.1,16.6,13.5,Small (<2 ft),Ideal(<3 mph)
48007,2021,12,8,18,40,1.8,2.5,0.9,11.43,7.35,270,1016.7,16.6,13.6,Small (<2 ft),Ideal(<3 mph)
48013,2021,12,8,19,40,2.4,3.8,0.77,13.79,6.86,187,1016.4,16.6,13.8,Small (<2 ft),Ideal(<3 mph)
48019,2021,12,8,20,40,0.0,0.4,0.79,12.12,7.04,250,1015.7,17.1,13.3,Small (<2 ft),
48025,2021,12,8,21,40,1.8,2.6,0.86,12.12,7.79,257,1014.8,16.9,13.5,Small (<2 ft),Ideal(<3 mph)
48031,2021,12,8,22,40,0.6,1.3,0.81,13.79,7.36,177,1014.8,17.0,13.5,Small (<2 ft),Ideal(<3 mph)
48037,2021,12,8,23,40,0.8,1.4,0.82,11.43,7.36,267,1015.1,16.9,13.8,Small (<2 ft),Ideal(<3 mph)
48043,2021,12,9,0,40,1.3,2.0,0.83,10.81,7.72,266,1015.2,16.7,13.4,Small (<2 ft),Ideal(<3 mph)
48049,2021,12,9,1,40,2.2,2.9,0.83,11.43,7.54,274,1015.5,16.8,13.7,Small (<2 ft),Ideal(<3 mph)
48055,2021,12,9,2,40,1.8,2.4,0.83,12.9,7.86,226,1015.6,16.7,13.4,Small (<2 ft),Ideal(<3 mph)
48061,2021,12,9,3,40,2.6,3.4,0.81,14.81,8.25,207,1015.8,16.9,13.3,Small (<2 ft),Ideal(<3 mph)
48067,2021,12,9,4,40,2.1,2.8,0.75,11.43,7.91,267,1016.0,16.8,13.0,Small (<2 ft),Ideal(<3 mph)
48073,2021,12,9,5,40,1.0,1.7,0.92,13.79,8.22,188,1015.6,16.9,14.1,Small (<2 ft),Ideal(<3 mph)
48079,2021,12,9,6,40,2.1,2.6,0.83,10.81,8.27,269,1015.6,16.5,13.4,Small (<2 ft),Ideal(<3 mph)
48085,2021,12,9,7,40,3.9,4.8,0.85,10.81,8.27,252,1015.2,16.5,14.0,Small (<2 ft),Moderate (3-19 mph)
48091,2021,12,9,8,40,3.5,4.4,0.85,14.81,8.11,235,1015.0,16.3,13.7,Small (<2 ft),Moderate (3-19 mph)
48097,2021,12,9,9,40,2.6,3.7,0.84,10.81,7.29,249,1014.8,16.2,13.1,Small (<2 ft),Ideal(<3 mph)
48103,2021,12,9,10,40,3.8,5.1,0.92,13.79,7.56,198,1014.5,16.1,13.3,Small (<2 ft),Moderate (3-19 mph)
48109,2021,12,9,11,40,3.3,5.0,0.83,13.79,7.04,230,1014.4,15.8,13.3,Small (<2 ft),Moderate (3-19 mph)
48115,2021,12,9,12,40,4.2,5.6,0.99,13.79,6.71,191,1014.2,16.1,12.7,Small (<2 ft),Moderate (3-19 mph)
48121,2021,12,9,13,40,3.7,5.1,1.03,13.79,6.99,218,1014.3,16.0,12.1,Small (<2 ft),Moderate (3-19 mph)
48127,2021,12,9,14,40,3.4,5.0,0.98,13.79,6.75,232,1014.8,16.2,12.1,Small (<2 ft),Moderate (3-19 mph)
48133,2021,12,9,15,40,5.0,6.0,1.07,10.81,6.35,259,1014.8,16.2,12.4,Small (<2 ft),Moderate (3-19 mph)
48139,2021,12,9,16,40,5.9,7.5,1.14,13.79,6.09,204,1014.8,16.2,12.0,Small (<2 ft),Moderate (3-19 mph)
48145,2021,12,9,17,40,5.6,6.8,1.03,13.79,5.53,236,1015.0,16.3,12.0,Small (<2 ft),Moderate (3-19 mph)
48151,2021,12,9,18,40,6.6,8.2,1.08,13.79,5.66,252,1015.0,16.1,13.1,Small (<2 ft),Moderate (3-19 mph)
48157,2021,12,9,19,40,8.6,10.2,1.13,13.79,5.16,233,1014.5,15.2,12.7,Small (<2 ft),Moderate (3-19 mph)
48163,2021,12,9,20,40,4.3,8.0,1.25,13.79,5.54,247,1013.8,14.7,12.9,Small (<2 ft),Moderate (3-19 mph)
48169,2021,12,9,21,40,7.0,8.4,1.23,14.81,5.15,276,1013.4,15.5,12.5,Small (<2 ft),Moderate (3-19 mph)
48175,2021,12,9,22,40,8.7,10.5,1.25,8.33,5.16,277,1013.5,14.6,12.6,Small (<2 ft),Moderate (3-19 mph)
48181,2021,12,9,23,40,7.8,9.9,1.35,12.9,5.0,252,1013.8,14.3,11.2,Small (<2 ft),Moderate (3-19 mph)
48187,2021,12,10,0,40,8.6,10.5,1.36,5.0,5.17,293,1013.8,15.5,10.8,Small (<2 ft),Moderate (3-19 mph)
48193,2021,12,10,1,40,8.8,10.7,1.46,4.76,4.98,301,1014.1,15.2,10.2,Small (<2 ft),Moderate (3-19 mph)
48199,2021,12,10,2,40,10.1,12.6,1.67,5.26,5.17,293,1014.6,15.0,9.6,Small (<2 ft),Moderate (3-19 mph)
48205,2021,12,10,3,40,9.6,12.6,1.67,5.56,5.15,298,1015.1,15.0,9.2,Small (<2 ft),Moderate (3-19 mph)
48211,2021,12,10,4,40,9.9,12.6,1.85,5.88,5.34,294,1015.3,15.0,9.3,Small (<2 ft),Moderate (3-19 mph)
48217,2021,12,10,5,40,10.0,12.7,2.08,6.25,5.49,287,1015.5,14.7,9.0,Ideal (3-9 ft),Moderate (3-19 mph)
48223,2021,12,10,6,40,10.6,13.7,2.26,6.67,5.69,297,1015.7,14.5,9.1,Ideal (3-9 ft),Moderate (3-19 mph)
48229,2021,12,10,7,40,8.2,11.0,2.23,7.69,5.88,294,1015.8,14.4,9.8,Ideal (3-9 ft),Moderate (3-19 mph)
48235,2021,12,10,8,40,7.2,8.7,2.34,8.33,6.1,299,1016.3,14.4,9.4,Ideal (3-9 ft),Moderate (3-19 mph)
48241,2021,12,10,9,40,5.8,8.2,2.6,8.33,6.6,291,1016.4,14.3,9.8,Ideal (3-9 ft),Moderate (3-19 mph)
48247,2021,12,10,10,40,4.8,7.3,2.46,8.33,6.42,297,1016.5,14.4,9.9,Ideal (3-9 ft),Moderate (3-19 mph)
48253,2021,12,10,11,40,3.1,4.9,2.3,8.33,6.62,299,1016.3,14.4,9.3,Ideal (3-9 ft),Moderate (3-19 mph)
48259,2021,12,10,12,40,2.9,5.3,2.47,9.09,7.03,296,1016.4,14.3,9.2,Ideal (3-9 ft),Ideal(<3 mph)
48265,2021,12,10,13,40,1.5,3.0,2.48,9.09,7.02,291,1017.0,14.3,9.1,Ideal (3-9 ft),Ideal(<3 mph)
48271,2021,12,10,14,40,3.3,5.6,2.29,9.09,6.81,286,1017.6,14.5,9.3,Ideal (3-9 ft),Moderate (3-19 mph)
48277,2021,12,10,15,40,3.1,5.3,2.31,8.33,7.02,283,1018.3,14.6,9.0,Ideal (3-9 ft),Moderate (3-19 mph)
48283,2021,12,10,16,40,4.0,5.5,2.22,8.33,6.9,280,1018.9,14.6,9.7,Ideal (3-9 ft),Moderate (3-19 mph)
48289,2021,12,10,17,40,2.6,4.3,1.84,9.09,6.68,283,1019.6,14.6,9.1,Small (<2 ft),Ideal(<3 mph)
48295,2021,12,10,18,40,2.5,4.0,1.99,9.09,7.02,282,1019.7,14.7,8.8,Small (<2 ft),Ideal(<3 mph)
48301,2021,12,10,19,40,1.5,2.8,2.0,8.33,7.11,281,1018.8,14.8,8.6,Small (<2 ft),Ideal(<3 mph)
48307,2021,12,10,20,40,3.7,5.5,1.86,9.09,7.09,283,1018.4,14.9,7.9,Small (<2 ft),Moderate (3-19 mph)
48313,2021,12,10,21,40,4.1,5.9,1.85,8.33,6.91,285,1018.9,15.0,7.5,Small (<2 ft),Moderate (3-19 mph)
48319,2021,12,10,22,40,3.6,5.2,1.78,9.09,7.16,286,1019.0,15.1,7.4,Small (<2 ft),Moderate (3-19 mph)
48325,2021,12,10,23,40,3.4,4.8,1.87,10.0,7.19,286,1019.0,15.0,7.7,Small (<2 ft),Moderate (3-19 mph)
48331,2021,12,11,0,40,2.6,4.5,2.06,13.79,7.62,292,1019.4,14.8,7.4,Ideal (3-9 ft),Ideal(<3 mph)
48337,2021,12,11,1,40,0.7,2.0,1.87,13.79,7.33,292,1019.7,14.6,6.7,Small (<2 ft),Ideal(<3 mph)
48343,2021,12,11,2,40,0.6,1.9,1.98,12.9,7.54,287,1020.1,14.5,6.9,Small (<2 ft),Ideal(<3 mph)
48349,2021,12,11,3,40,1.6,2.9,1.83,9.09,7.12,300,1020.4,14.6,7.5,Small (<2 ft),Ideal(<3 mph)
48355,2021,12,11,4,40,2.3,3.5,1.82,8.33,7.29,288,1020.7,14.7,7.6,Small (<2 ft),Ideal(<3 mph)
48361,2021,12,11,5,40,2.8,3.9,1.69,13.79,7.42,290,1021.2,14.9,8.1,Small (<2 ft),Ideal(<3 mph)
48367,2021,12,11,6,40,3.2,4.6,1.74,12.9,7.64,282,1021.1,15.0,8.4,Small (<2 ft),Moderate (3-19 mph)
48373,2021,12,11,7,40,4.3,5.1,1.68,12.9,7.84,289,1020.8,15.1,9.1,Small (<2 ft),Moderate (3-19 mph)
48379,2021,12,11,8,40,4.4,6.0,1.52,14.81,7.6,251,1020.4,15.2,10.0,Small (<2 ft),Moderate (3-19 mph)
48385,2021,12,11,9,40,4.3,5.6,1.57,9.09,7.51,292,1020.5,15.4,10.6,Small (<2 ft),Moderate (3-19 mph)
48391,2021,12,11,10,40,4.5,5.4,1.59,13.79,8.0,268,1020.4,15.3,11.1,Small (<2 ft),Moderate (3-19 mph)
48397,2021,12,11,11,40,4.8,6.1,1.5,12.9,7.57,284,1020.4,15.2,10.8,Small (<2 ft),Moderate (3-19 mph)
48403,2021,12,11,12,40,5.3,6.5,1.42,12.9,7.09,271,1020.4,15.3,10.6,Small (<2 ft),Moderate (3-19 mph)
48409,2021,12,11,13,40,5.2,6.4,1.41,12.9,7.1,294,1020.5,15.2,11.1,Small (<2 ft),Moderate (3-19 mph)
48415,2021,12,11,14,40,3.7,5.7,1.46,12.9,7.13,285,1021.2,15.1,7.8,Small (<2 ft),Moderate (3-19 mph)
48421,2021,12,11,15,40,6.4,8.4,1.57,12.9,7.51,291,1021.4,15.8,5.1,Small (<2 ft),Moderate (3-19 mph)
48427,2021,12,11,16,40,5.7,7.1,1.49,13.79,6.78,265,1021.9,15.9,5.7,Small (<2 ft),Moderate (3-19 mph)
48433,2021,12,11,17,40,4.4,5.9,1.53,13.79,6.7,288,1022.2,16.0,5.2,Small (<2 ft),Moderate (3-19 mph)
48439,2021,12,11,18,40,3.4,4.6,1.52,12.9,7.24,286,1021.9,16.1,6.2,Small (<2 ft),Moderate (3-19 mph)
48445,2021,12,11,19,40,2.7,4.0,1.47,12.12,7.22,287,1020.8,16.1,6.1,Small (<2 ft),Ideal(<3 mph)
48451,2021,12,11,20,40,2.5,3.8,1.47,13.79,7.29,275,1019.6,16.0,7.2,Small (<2 ft),Ideal(<3 mph)
48457,2021,12,11,21,40,1.6,2.5,1.59,13.79,7.98,268,1019.0,16.0,6.2,Small (<2 ft),Ideal(<3 mph)
48463,2021,12,11,22,40,1.5,2.5,1.53,12.9,7.93,286,1018.6,16.1,4.9,Small (<2 ft),Ideal(<3 mph)
48469,2021,12,11,23,40,1.0,1.7,1.56,12.9,8.19,283,1018.2,16.0,3.4,Small (<2 ft),Ideal(<3 mph)
48475,2021,12,12,0,40,1.0,1.7,1.45,12.9,7.9,276,1018.3,15.8,5.2,Small (<2 ft),Ideal(<3 mph)
48481,2021,12,12,1,40,0.6,1.4,1.47,12.9,7.83,297,1018.4,15.5,5.5,Small (<2 ft),Ideal(<3 mph)
48487,2021,12,12,2,40,1.5,2.4,1.34,12.12,7.74,299,1018.6,15.4,6.6,Small (<2 ft),Ideal(<3 mph)
48493,2021,12,12,3,40,2.4,3.5,1.55,12.12,8.43,296,1018.7,15.4,7.6,Small (<2 ft),Ideal(<3 mph)
48499,2021,12,12,4,40,0.8,2.2,1.66,12.12,8.8,285,1019.0,15.4,10.0,Small (<2 ft),Ideal(<3 mph)
48505,2021,12,12,5,40,0.5,2.0,1.44,12.9,8.83,279,1018.8,15.2,9.2,Small (<2 ft),Ideal(<3 mph)
48511,2021,12,12,6,40,1.7,2.5,1.57,13.79,8.76,272,1018.9,15.1,9.7,Small (<2 ft),Ideal(<3 mph)
48517,2021,12,12,7,40,2.4,3.4,1.33,14.81,8.76,222,1018.5,15.3,9.2,Small (<2 ft),Ideal(<3 mph)
48523,2021,12,12,8,40,2.0,3.1,1.57,12.9,9.51,288,1018.0,15.2,9.2,Small (<2 ft),Ideal(<3 mph)
48529,2021,12,12,9,40,0.2,0.8,1.37,12.9,9.38,284,1017.7,15.0,9.6,Small (<2 ft),Ideal(<3 mph)
48535,2021,12,12,10,40,0.6,1.5,1.39,13.79,9.31,239,1017.1,14.9,9.5,Small (<2 ft),Ideal(<3 mph)
48541,2021,12,12,11,40,0.8,1.5,1.32,12.9,9.02,274,1016.7,14.8,9.8,Small (<2 ft),Ideal(<3 mph)
48547,2021,12,12,12,40,1.9,3.0,1.44,12.9,9.24,276,1016.5,14.8,9.8,Small (<2 ft),Ideal(<3 mph)
48553,2021,12,12,13,40,2.7,3.7,1.2,12.9,8.48,282,1016.6,14.9,10.0,Small (<2 ft),Ideal(<3 mph)
48559,2021,12,12,14,40,3.0,4.1,1.22,12.12,8.57,279,1016.8,14.9,10.0,Small (<2 ft),Ideal(<3 mph)
48565,2021,12,12,15,40,2.1,3.2,1.44,12.9,9.31,273,1017.1,14.9,9.3,Small (<2 ft),Ideal(<3 mph)
48571,2021,12,12,16,40,1.0,1.9,1.23,12.12,8.49,281,1017.3,15.2,8.6,Small (<2 ft),Ideal(<3 mph)
48577,2021,12,12,17,40,0.9,1.7,1.04,13.79,8.01,219,1017.3,15.2,9.3,Small (<2 ft),Ideal(<3 mph)
48583,2021,12,12,18,40,1.3,2.2,1.2,14.81,8.22,209,1016.9,15.2,9.5,Small (<2 ft),Ideal(<3 mph)
48589,2021,12,12,19,40,3.2,4.7,1.23,12.12,8.24,282,1016.8,15.2,9.6,Small (<2 ft),Moderate (3-19 mph)
48595,2021,12,12,20,40,3.2,4.5,1.23,13.79,8.49,227,1015.8,15.2,8.7,Small (<2 ft),Moderate (3-19 mph)
48601,2021,12,12,21,40,3.0,4.2,1.2,12.9,8.45,246,1015.5,15.4,9.3,Small (<2 ft),Ideal(<3 mph)
48607,2021,12,12,22,40,3.9,5.3,1.09,11.43,8.04,284,1015.4,15.3,9.1,Small (<2 ft),Moderate (3-19 mph)
48613,2021,12,12,23,40,3.0,4.3,1.18,12.9,8.38,248,1015.6,15.3,9.2,Small (<2 ft),Ideal(<3 mph)
48619,2021,12,13,0,40,3.2,5.3,1.14,12.12,8.08,283,1015.8,15.2,10.0,Small (<2 ft),Moderate (3-19 mph)
48625,2021,12,13,1,40,4.5,5.6,1.19,11.43,7.99,297,1016.2,15.1,10.1,Small (<2 ft),Moderate (3-19 mph)
48631,2021,12,13,2,40,3.6,4.8,1.13,10.81,6.77,296,1016.6,14.9,9.6,Small (<2 ft),Moderate (3-19 mph)
48637,2021,12,13,3,40,4.3,5.6,1.1,13.79,6.77,227,1016.8,14.9,9.9,Small (<2 ft),Moderate (3-19 mph)
48643,2021,12,13,4,40,3.2,4.3,1.08,11.43,6.76,296,1017.5,14.8,9.2,Small (<2 ft),Moderate (3-19 mph)
48649,2021,12,13,5,40,2.4,3.4,1.15,13.79,7.26,242,1017.5,14.8,9.2,Small (<2 ft),Ideal(<3 mph)
48655,2021,12,13,6,40,2.7,4.0,1.02,13.79,6.94,201,1018.1,14.9,9.0,Small (<2 ft),Ideal(<3 mph)
48661,2021,12,13,7,40,3.0,5.1,1.08,11.43,7.24,285,1018.2,15.0,8.1,Small (<2 ft),Ideal(<3 mph)
48667,2021,12,13,8,40,4.1,5.1,0.9,13.79,6.5,233,1017.6,14.9,8.7,Small (<2 ft),Moderate (3-19 mph)
48673,2021,12,13,9,40,3.6,5.8,0.95,13.79,7.18,212,1017.5,15.0,8.1,Small (<2 ft),Moderate (3-19 mph)
48679,2021,12,13,10,40,4.4,5.6,1.0,13.79,7.0,207,1017.4,14.7,8.1,Small (<2 ft),Moderate (3-19 mph)
48685,2021,12,13,11,40,4.4,5.4,1.0,13.79,7.52,197,1017.2,14.7,7.8,Small (<2 ft),Moderate (3-19 mph)
48691,2021,12,13,12,40,4.1,5.6,1.0,11.43,7.32,277,1017.2,14.7,7.5,Small (<2 ft),Moderate (3-19 mph)
48697,2021,12,13,13,40,4.9,6.3,1.0,11.43,7.03,286,1017.7,14.8,7.5,Small (<2 ft),Moderate (3-19 mph)
48703,2021,12,13,14,40,4.2,5.7,1.07,12.9,7.49,244,1018.3,14.8,7.1,Small (<2 ft),Moderate (3-19 mph)
48709,2021,12,13,15,40,3.8,4.8,1.22,12.12,8.0,279,1019.1,14.8,7.5,Small (<2 ft),Moderate (3-19 mph)
48715,2021,12,13,16,40,3.4,4.5,1.25,12.12,8.41,272,1019.6,15.0,7.1,Small (<2 ft),Moderate (3-19 mph)
48721,2021,12,13,17,40,2.8,4.0,1.28,14.81,8.9,245,1020.2,15.0,7.4,Small (<2 ft),Ideal(<3 mph)
48727,2021,12,13,18,40,3.4,4.4,1.37,10.81,9.02,291,1019.7,15.2,7.5,Small (<2 ft),Moderate (3-19 mph)
48733,2021,12,13,19,40,4.1,5.5,1.55,10.81,9.45,291,1019.4,15.2,7.8,Small (<2 ft),Moderate (3-19 mph)
48739,2021,12,13,20,40,3.4,4.5,1.48,10.0,9.0,292,1018.7,15.1,8.1,Small (<2 ft),Moderate (3-19 mph)
48745,2021,12,13,21,40,3.4,5.0,1.62,14.81,9.89,289,1018.1,15.2,7.8,Small (<2 ft),Moderate (3-19 mph)
48751,2021,12,13,22,40,3.0,4.8,1.79,16.0,10.62,290,1017.6,15.2,8.4,Small (<2 ft),Ideal(<3 mph)
48757,2021,12,13,23,40,3.4,5.4,1.63,16.0,9.85,294,1017.9,15.4,7.9,Small (<2 ft),Moderate (3-19 mph)
48763,2021,12,14,0,40,4.3,5.5,1.93,16.0,11.01,279,1018.1,15.3,8.8,Small (<2 ft),Moderate (3-19 mph)
48769,2021,12,14,1,40,4.7,6.3,1.76,13.79,9.6,265,1018.4,14.5,9.8,Small (<2 ft),Moderate (3-19 mph)
48775,2021,12,14,2,40,4.4,5.5,2.14,14.81,10.82,286,1018.5,14.9,10.2,Ideal (3-9 ft),Moderate (3-19 mph)
48781,2021,12,14,3,40,5.6,8.4,2.07,14.81,10.26,290,1018.5,15.5,10.2,Ideal (3-9 ft),Moderate (3-19 mph)
48787,2021,12,14,4,40,6.2,8.0,2.01,12.9,9.92,271,1018.5,15.8,10.9,Ideal (3-9 ft),Moderate (3-19 mph)
48793,2021,12,14,5,40,7.6,9.2,2.36,14.81,9.98,283,1018.6,15.9,11.3,Ideal (3-9 ft),Moderate (3-19 mph)
48799,2021,12,14,6,40,7.6,9.4,2.19,12.9,8.17,278,1018.2,15.3,11.8,Ideal (3-9 ft),Moderate (3-19 mph)
48805,2021,12,14,7,40,8.4,10.2,2.46,16.0,8.64,281,1018.0,15.8,12.4,Ideal (3-9 ft),Moderate (3-19 mph)
48811,2021,12,14,8,40,9.2,10.8,2.24,16.0,7.52,280,1017.4,16.3,12.0,Ideal (3-9 ft),Moderate (3-19 mph)
48817,2021,12,14,9,40,8.9,11.7,2.06,14.81,6.59,260,1016.9,16.2,12.7,Ideal (3-9 ft),Moderate (3-19 mph)
48823,2021,12,14,10,40,9.2,11.0,2.34,16.0,6.82,276,1016.3,16.2,12.8,Ideal (3-9 ft),Moderate (3-19 mph)
48829,2021,12,14,11,40,10.0,12.1,2.51,16.0,7.17,285,1015.6,16.3,13.0,Ideal (3-9 ft),Moderate (3-19 mph)
48835,2021,12,14,12,40,10.3,12.9,2.7,16.0,7.18,265,1014.9,16.5,13.1,Ideal (3-9 ft),Moderate (3-19 mph)
48841,2021,12,14,13,40,11.5,14.0,2.98,16.0,7.4,266,1014.6,16.6,13.2,Ideal (3-9 ft),Moderate (3-19 mph)
48847,2021,12,14,14,40,12.1,15.2,2.76,16.0,6.68,288,1014.2,16.7,13.7,Ideal (3-9 ft),Moderate (3-19 mph)
48853,2021,12,14,15,40,11.9,14.7,3.09,16.0,6.84,257,1014.0,16.7,13.7,Ideal (3-9 ft),Moderate (3-19 mph)
48859,2021,12,14,16,40,12.4,16.4,3.13,16.0,7.02,269,1013.9,16.0,14.6,Ideal (3-9 ft),Moderate (3-19 mph)
48865,2021,12,14,17,40,13.6,17.0,3.53,6.25,6.82,197,1013.9,16.2,15.1,Ideal (3-9 ft),Moderate (3-19 mph)
48871,2021,12,14,18,40,13.6,16.6,3.51,14.81,6.83,288,1013.2,16.2,15.4,Ideal (3-9 ft),Moderate (3-19 mph)
48877,2021,12,14,19,40,12.6,16.1,3.67,16.0,7.09,271,1012.6,16.6,15.4,Ideal (3-9 ft),Moderate (3-19 mph)
48883,2021,12,14,20,40,11.8,14.3,3.85,7.14,7.14,216,1012.7,15.5,13.4,Ideal (3-9 ft),Moderate (3-19 mph)
48889,2021,12,14,21,40,11.8,14.9,4.03,16.0,7.54,276,1013.1,14.5,11.3,Ideal (3-9 ft),Moderate (3-19 mph)
48895,2021,12,14,22,40,12.2,15.8,3.51,16.0,6.9,282,1014.3,13.5,10.6,Ideal (3-9 ft),Moderate (3-19 mph)
48901,2021,12,14,23,40,11.4,15.1,3.71,16.0,7.34,291,1014.6,14.4,8.7,Ideal (3-9 ft),Moderate (3-19 mph)
48907,2021,12,15,0,40,11.6,14.2,3.87,16.0,7.59,290,1015.2,14.1,8.1,Ideal (3-9 ft),Moderate (3-19 mph)
48913,2021,12,15,1,40,11.8,14.6,3.6,16.0,7.5,285,1016.3,13.7,8.0,Ideal (3-9 ft),Moderate (3-19 mph)
48919,2021,12,15,2,40,10.7,13.2,3.41,16.0,7.09,306,1017.4,13.6,6.1,Ideal (3-9 ft),Moderate (3-19 mph)
48925,2021,12,15,3,40,10.2,13.1,3.37,16.0,7.17,300,1018.2,13.5,5.1,Ideal (3-9 ft),Moderate (3-19 mph)
